Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
372,Kemba Walker\walkeke02,PG,31,NYK,37,948,13.9,.537,.538,.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,,1.0,0.9,1.8,.093,,0.7,-0.2,0.4,0.6
373,Bismack Biyombo\biyombi01,C,29,PHO,36,506,17.3,.596,.000,.490,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,,0.9,0.9,1.8,.170,,-1.7,0.4,-1.3,0.1
374,Malcolm Brogdon\brogdma01,PG,29,IND,36,1206,18.0,.557,.343,.308,3.0,14.3,8.6,26.9,1.2,1.0,11.1,24.6,,2.2,0.4,2.7,.106,,2.8,-0.5,2.3,1.3
375,Justin Champagnie\champju01,SF,20,TOR,36,281,13.6,.571,.418,.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12.0,,0.5,0.3,0.8,.138,,-1.3,-0.7,-2.0,0.0
376,Brandon Goodwin\goodwbr01,PG,26,CLE,36,502,11.8,.501,.357,.247,3.1,11.4,7.4,26.0,2.5,0.2,17.4,18.2,,0.1,0.7,0.7,.069,,-2.6,1.1,-1.6,0.1
377,Elijah Hughes\hugheel01,SG-SF,23,TOT,36,434,5.4,.426,.660,.063,1.5,13.4,7.3,7.2,1.6,1.8,10.3,16.5,,-0.6,0.3,-0.4,-0.043,,-5.2,-1.7,-6.9,-0.5
378,Isaiah Jackson\jacksis01,PF,20,IND,36,541,20.5,.607,.078,.427,12.2,18.7,15.4,2.9,2.3,8.4,14.0,22.5,,0.7,0.7,1.4,.126,,-1.6,0.1,-1.5,0.1
379,Robin Lopez\lopezro01,C,33,ORL,36,612,13.7,.570,.030,.271,11.7,10.0,10.9,14.4,0.2,2.7,16.5,18.9,,0.5,0.3,0.8,.064,,-2.4,-1.4,-3.8,-0.3
380,Killian Tillie\tilliki02,C,23,MEM,36,461,7.6,.452,.677,.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,,-0.1,0.6,0.6,.058,,-3.8,1.1,-2.7,-0.1
381,Lonzo Ball\balllo01,PG,24,CHI,35,1212,14.5,.575,.679,.073,3.3,14.3,8.8,20.0,2.6,2.2,17.2,17.4,,0.8,1.4,2.2,.088,,0.9,1.6,2.5,1.4
382,Leandro Bolmaro\bolmale01,SF,21,MIN,35,241,5.4,.419,.333,.241,6.9,12.3,9.6,11.0,1.2,0.0,17.9,12.6,,-0.1,0.2,0.0,.004,,-5.1,-0.7,-5.8,-0.2
383,Enes Freedom\kanteen01,C,29,BOS,35,411,15.0,.585,.052,.289,16.5,25.4,21.0,2.7,0.6,3.1,15.5,13.9,,0.6,0.7,1.4,.160,,-1.2,-0.2,-1.4,0.1
384,Chris Chiozza\chiozch01,PG,26,GSW,34,372,4.4,.407,.654,.037,2.7,7.7,5.3,22.5,1.7,0.0,28.0,13.4,,-0.5,0.5,0.0,-0.004,,-5.7,-0.2,-6.0,-0.4
385,Marquese Chriss\chrisma01,PF,24,DAL,34,346,14.8,.518,.187,.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,,0.2,0.6,0.8,.108,,-3.8,0.0,-3.8,-0.2
386,Jake Layman\laymaja01,SF,27,MIN,34,231,9.0,.500,.479,.247,2.7,14.3,8.4,5.3,1.4,2.1,11.0,16.4,,-0.1,0.2,0.1,.024,,-3.3,-0.6,-3.9,-0.1
387,Ricky Rubio\rubiori01,PG,31,CLE,34,970,14.0,.488,.423,.251,1.7,14.1,8.0,34.6,2.5,0.6,16.5,24.9,,-0.1,1.4,1.3,.064,,-1.0,1.2,0.2,0.5
388,Paul Millsap\millspa01,PF,36,TOT,33,376,10.8,.458,.304,.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,,0.0,0.5,0.5,.061,,-3.7,0.3,-3.4,-0.1
389,Terry Taylor\taylote01,SG,22,IND,33,714,19.0,.656,.173,.232,14.6,12.2,13.4,8.6,1.0,1.0,8.7,15.9,,2.2,0.2,2.4,.160,,2.2,-2.7,-0.6,0.3
390,JT Thor\thorjt01,PF,19,CHO,33,262,9.7,.525,.491,.364,4.4,13.1,8.7,9.2,1.5,4.0,13.6,12.0,,0.1,0.2,0.3,.058,,-3.1,0.1,-3.0,-0.1
391,Santi Aldama\aldamsa01,PF,21,MEM,32,360,10.2,.452,.364,.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,,-0.1,0.4,0.3,.044,,-4.2,-1.5,-5.7,-0.3
392,Dillon Brooks\brookdi01,SF,26,MEM,32,885,15.5,.515,.283,.202,3.4,8.8,6.0,15.4,1.9,0.8,8.0,28.8,,0.7,0.9,1.6,.087,,-1.0,-0.8,-1.8,0.0
393,Luka Garza\garzalu01,C,23,DET,32,389,15.6,.535,.333,.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,,0.5,0.2,0.8,.093,,-0.5,-2.0,-2.5,-0.1
394,Day'Ron Sharpe\sharpda01,PF,20,BRK,32,391,20.7,.593,.047,.275,23.2,21.4,22.3,6.7,1.2,3.4,15.2,21.7,,0.8,0.5,1.2,.152,,-0.3,-2.5,-2.8,-0.1
395,Keifer Sykes\sykeske01,PG,28,IND,32,566,5.9,.456,.474,.089,1.5,7.4,4.4,14.9,1.0,0.6,14.3,17.4,,-0.5,0.1,-0.5,-0.040,,-4.4,-2.5,-6.9,-0.7
396,Klay Thompson\thompkl01,SG,31,GSW,32,941,16.7,.547,.517,.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,,0.6,1.2,1.8,.091,,2.6,-1.6,1.1,0.7
397,Keljin Blevins\blevike01,SF,26,POR,31,349,4.8,.410,.649,.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,,-0.6,0.1,-0.5,-0.066,,-5.6,-2.9,-8.5,-0.6
398,James Bouknight\bouknja01,SG,21,CHO,31,304,10.1,.459,.348,.220,7.6,10.6,9.1,11.9,1.1,0.3,8.8,23.7,,-0.1,0.1,0.0,.001,,-3.4,-3.7,-7.1,-0.4
399,Ed Davis\davised01,C,32,CLE,31,201,9.3,.632,.000,.875,7.9,26.9,17.6,4.5,0.7,4.0,18.4,6.0,,0.2,0.3,0.5,.126,,-4.2,2.5,-1.8,0.0
400,Paul George\georgpa01,SF,31,LAC,31,1077,18.6,.538,.404,.233,1.2,19.2,10.5,28.1,3.0,1.0,15.2,33.7,,-0.6,1.9,1.3,.057,,1.7,1.9,3.6,1.5
401,Markus Howard\howarma02,SG,22,DEN,31,176,16.1,.567,.693,.228,1.3,6.1,3.8,6.2,2.5,0.0,5.9,29.4,,0.1,0.2,0.3,.082,,0.8,-2.0,-1.2,0.0
402,Andre Iguodala\iguodan01,SF,38,GSW,31,603,12.3,.478,.612,.165,3.9,13.9,9.1,24.7,2.2,3.5,17.7,11.4,,0.5,1.1,1.6,.125,,-0.9,3.7,2.7,0.7
403,Terence Davis\daviste02,SG,24,SAC,30,536,14.6,.543,.558,.165,2.2,17.0,9.5,11.9,2.2,1.8,10.3,25.6,,0.0,0.5,0.5,.044,,-0.6,-0.4,-0.9,0.2
404,Bruno Fernando\fernabr01,C,23,TOT,30,152,21.2,.671,.036,.436,13.0,26.6,19.8,7.5,0.3,6.5,17.6,22.4,,0.2,0.2,0.4,.140,,-0.4,0.2,-0.1,0.1
405,Kevin Knox\knoxke01,SF,22,TOT,30,222,10.9,.491,.635,.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20.0,,0.1,0.2,0.2,.047,,-1.9,-2.2,-4.1,-0.1
406,Vit Krejci\krejcvi01,SG,21,OKC,30,690,8.5,.529,.587,.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,,0.1,0.5,0.6,.042,,-4.3,-1.0,-5.3,-0.6
407,Kelan Martin\martike03,SF,26,TOT,30,450,9.4,.484,.439,.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,,-0.1,0.2,0.0,.005,,-2.6,-1.0,-3.6,-0.2
408,Semi Ojeleye\ojelese01,PF,27,TOT,30,406,6.7,.438,.505,.293,7.2,12.0,9.7,2.9,0.8,1.4,7.5,12.8,,-0.1,0.3,0.2,.029,,-4.1,-1.6,-5.8,-0.4
409,Kyrie Irving\irvinky01,PG,29,BRK,29,1091,21.4,.592,.388,.209,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,,2.4,0.9,3.3,.147,,4.2,-1.2,3.0,1.4
410,Damian Lillard\lillada01,PG,31,POR,29,1056,18.5,.550,.514,.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,,1.7,0.1,1.7,.079,,4.0,-2.7,1.3,0.9
411,Joe Wieskamp\wieskjo01,SG,22,SAS,29,205,7.1,.494,.768,.232,2.0,5.2,3.6,5.5,0.9,1.2,3.1,13.1,,0.1,0.1,0.1,.035,,-2.9,-1.1,-3.9,-0.1
412,Zach Collins\colliza01,PF,24,SAS,28,502,16.4,.594,.265,.419,9.5,22.5,16.0,16.3,1.2,3.8,19.7,19.2,,0.6,0.7,1.2,.118,,-1.2,1.0,-0.2,0.2
413,Skylar Mays\mayssk01,SG,24,ATL,28,220,11.7,.589,.391,.141,2.5,9.9,6.2,10.8,1.6,0.0,12.8,15.5,,0.2,0.1,0.3,.061,,-1.2,-0.8,-2.0,0.0
414,Thomas Bryant\bryanth01,C,24,WAS,27,439,16.6,.607,.284,.270,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,,0.7,0.4,1.1,.118,,-0.4,-0.7,-1.0,0.1
415,T.J. McConnell\mccontj01,PG,29,IND,27,652,15.1,.525,.159,.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,,1.0,0.4,1.3,.098,,-0.4,1.4,0.9,0.5
416,Cody Zeller\zelleco01,C,29,POR,27,355,17.2,.627,.044,.544,14.9,24.1,19.3,9.4,1.1,1.7,14.6,15.9,,0.9,0.2,1.1,.143,,-1.2,-1.0,-2.2,0.0
417,Wenyen Gabriel\gabriwe01,PF,24,TOT,26,358,12.5,.549,.255,.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,,0.4,0.3,0.7,.090,,-3.7,-2.1,-5.9,-0.4
418,Sam Hauser\hausesa01,SF,24,BOS,26,158,14.8,.650,.880,.000,3.5,16.0,9.9,9.1,0.3,1.2,3.8,14.5,,0.4,0.2,0.6,.171,,2.7,-0.3,2.3,0.2
419,Derrick Rose\rosede01,PG,33,NYK,26,636,16.9,.541,.336,.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,,0.8,0.7,1.4,.108,,2.3,0.0,2.3,0.7
420,Nerlens Noel\noelne01,C,27,NYK,25,562,11.8,.581,.050,.500,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,,0.4,1.0,1.5,.128,,-3.1,3.3,0.3,0.3
421,Justin Robinson\robinju01,PG,24,TOT,25,304,3.6,.404,.656,.086,1.4,6.0,3.7,14.0,1.4,0.3,15.0,16.0,,-0.5,0.2,-0.3,-0.055,,-6.4,-1.3,-7.6,-0.4
422,Lindy Waters III\waterli01,SG,24,OKC,25,465,13.0,.562,.834,.029,1.3,15.0,8.1,8.1,2.0,1.6,5.8,17.5,,0.3,0.5,0.8,.081,,-0.8,-0.8,-1.6,0.1
423,Trevor Ariza\arizatr01,SF,36,LAL,24,462,7.0,.449,.747,.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11.0,,-0.2,0.4,0.2,.020,,-3.3,-0.2,-3.4,-0.2
424,Usman Garuba\garubus01,PF,19,HOU,24,239,12.9,.510,.455,.159,9.6,28.7,19.1,9.6,2.0,4.1,11.3,9.4,,0.2,0.3,0.5,.105,,-1.8,0.9,-0.9,0.1
425,Kira Lewis Jr.\lewiski01,PG,20,NOP,24,341,9.8,.466,.397,.082,2.9,10.0,6.3,21.7,1.6,0.3,14.7,22.3,,-0.3,0.2,-0.1,-0.017,,-2.8,-1.2,-4.0,-0.2
426,Daishen Nix\nixda01,SG,19,HOU,24,261,8.1,.480,.388,.448,2.9,11.0,6.9,21.5,2.7,0.0,24.5,17.3,,-0.3,0.1,-0.2,-0.033,,-5.4,-1.0,-6.4,-0.3
427,Kevin Pangos\pangoke01,PG,29,CLE,24,166,6.5,.408,.565,.087,1.4,5.9,3.7,24.6,0.9,0.0,12.8,14.6,,-0.1,0.1,0.1,.016,,-4.7,-1.4,-6.1,-0.2
428,Denzel Valentine\valende01,SG,28,TOT,24,222,8.1,.523,.712,.000,4.6,16.1,10.4,7.0,1.8,0.0,15.4,15.5,,-0.1,0.3,0.2,.039,,-3.1,0.4,-2.7,0.0
429,Brandon Williams\willibr03,PG,22,POR,24,640,11.0,.476,.376,.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,,-0.7,0.2,-0.5,-0.037,,-2.6,-3.1,-5.7,-0.6
430,Charles Bassey\bassech01,PF,21,PHI,23,168,21.5,.660,.085,.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,,0.4,0.3,0.8,.220,,-0.3,2.2,1.9,0.2
431,Alize Johnson\johnsal02,PF,25,TOT,23,167,10.7,.463,.103,.308,18.8,22.1,20.4,7.1,1.5,0.0,21.3,14.8,,0.0,0.1,0.1,.041,,-3.6,-1.8,-5.5,-0.1
432,Boban Marjanović\marjabo01,C,33,DAL,23,128,18.5,.615,.057,.314,6.9,27.0,16.9,4.8,0.0,2.1,15.8,33.3,,-0.1,0.2,0.1,.045,,-3.2,-1.2,-4.4,-0.1
433,Brad Wanamaker\wanambr01,PG,32,TOT,23,320,7.5,.472,.221,.325,2.1,11.6,6.8,22.4,1.1,1.6,20.7,14.9,,-0.1,0.1,0.0,.004,,-5.3,-0.5,-5.8,-0.3
434,Charlie Brown Jr.\brownch02,SG,24,TOT,22,177,6.5,.346,.308,.256,9.0,11.2,10.1,4.5,2.8,2.0,10.3,12.3,,-0.2,0.2,0.0,.012,,-5.2,0.4,-4.8,-0.1
435,David Duke Jr.\dukeda01,PG,22,BRK,22,341,10.0,.444,.343,.194,9.8,11.5,10.7,6.6,2.0,1.8,7.1,15.9,,0.0,0.3,0.3,.048,,-3.0,-0.9,-3.9,-0.2
436,Jalen Johnson\johnsja05,PF,20,ATL,22,120,11.3,.590,.317,.171,1.8,21.8,11.9,3.7,1.2,1.5,17.0,19.3,,-0.1,0.1,0.0,.013,,-3.9,-1.1,-4.9,-0.1
437,Olivier Sarr\sarrol01,C,22,OKC,22,421,14.0,.672,.287,.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,,0.7,0.3,1.0,.116,,-2.7,-1.3,-4.0,-0.2
438,Isaiah Thomas\thomais02,PG,32,TOT,22,333,12.0,.516,.497,.156,1.3,8.1,4.6,15.7,1.0,1.4,7.8,24.8,,0.0,0.1,0.2,.026,,-1.9,-2.6,-4.5,-0.2
439,Goran Dragić\dragigo01,PG,35,TOT,21,498,10.0,.474,.417,.219,2.9,11.3,7.1,22.9,1.9,0.7,17.0,17.2,,-0.1,0.4,0.4,.034,,-2.8,-0.4,-3.3,-0.2
440,Kai Jones\joneska01,C,21,CHO,21,63,9.2,.628,.143,.571,5.0,13.7,9.2,8.6,0.8,3.0,25.5,15.9,,0.0,0.0,0.0,.009,,-5.2,-1.4,-6.6,-0.1
441,KZ Okpala\okpalkz01,PF,22,MIA,21,244,10.4,.521,.377,.159,5.2,13.7,9.5,8.3,0.8,3.0,6.3,14.4,,0.2,0.3,0.5,.097,,-3.2,0.4,-2.8,-0.1
442,Willie Cauley-Stein\caulewi01,C,28,TOT,20,183,8.3,.474,.057,.057,7.9,16.4,12.2,7.5,1.7,1.5,16.3,10.6,,0.0,0.3,0.2,.066,,-4.1,1.1,-3.0,0.0
443,Tyler Cook\cookty01,PF,24,CHI,20,200,13.0,.643,.000,.842,9.1,20.7,14.9,2.0,1.0,1.7,11.8,13.0,,0.4,0.2,0.5,.127,,-3.0,-1.1,-4.1,-0.1
444,Kyle Guy\guyky01,SG,24,MIA,19,186,9.5,.526,.615,.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,,-0.1,0.2,0.1,.035,,-3.1,-0.3,-3.4,-0.1
445,Haywood Highsmith\highsha01,SF,25,MIA,19,163,7.0,.446,.609,.109,7.1,10.9,9.0,5.1,0.6,1.9,5.9,14.0,,0.0,0.2,0.1,.041,,-3.3,-1.3,-4.6,-0.1
446,Malcolm Hill\hillma01,SF-SG,26,TOT,19,212,12.7,.619,.692,.269,5.8,12.6,9.2,5.0,1.6,1.2,4.9,12.7,,0.4,0.2,0.6,.126,,-1.1,-0.5,-1.6,0.0
447,Isaiah Livers\liveris01,SF,23,DET,19,383,11.1,.629,.711,.156,4.0,12.5,8.0,8.0,1.7,1.6,13.5,12.4,,0.4,0.3,0.7,.085,,-1.3,-0.2,-1.5,0.0
448,Theo Pinson\pinsoth01,SF,26,DAL,19,148,11.9,.553,.769,.256,1.5,14.3,7.9,15.9,1.7,1.2,10.3,14.7,,0.2,0.2,0.4,.122,,-1.5,1.0,-0.5,0.1
449,Jahmi'us Ramsey\ramseja01,SG,20,SAC,19,134,7.9,.468,.310,.241,3.2,7.4,5.3,7.9,0.4,0.6,7.2,22.2,,-0.1,0.0,-0.1,-0.047,,-3.5,-3.4,-6.9,-0.2
450,Lindell Wigginton\wiggili01,PG,23,MIL,19,199,10.2,.524,.426,.574,1.6,11.5,6.7,15.7,1.2,0.5,13.6,19.0,,0.0,0.1,0.2,.044,,-3.2,-1.9,-5.0,-0.2
451,PJ Dozier\doziepj01,SG,25,DEN,18,340,8.7,.463,.485,.131,4.8,15.6,10.3,11.3,1.6,1.6,11.0,15.2,,-0.1,0.4,0.3,.038,,-3.0,1.0,-2.0,0.0
452,Markelle Fultz\fultzma01,PG,23,ORL,18,360,17.7,.517,.097,.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,,0.0,0.4,0.4,.053,,-0.1,0.4,0.2,0.2
453,Jay Scrubb\scrubja01,SG,21,LAC,18,121,9.3,.486,.457,.217,1.8,11.9,7.0,9.7,1.6,2.1,12.2,20.8,,-0.1,0.1,0.0,.002,,-4.4,-0.4,-4.8,-0.1
454,Udoka Azubuike\azubuud01,C,22,UTA,17,195,17.6,.743,.000,.224,10.5,28.8,19.9,0.0,0.3,5.0,18.2,14.7,,0.3,0.3,0.6,.157,,-1.8,0.4,-1.4,0.0
455,Alfonzo McKinnie\mckinal01,SF,29,CHI,17,206,5.6,.457,.443,.131,7.1,10.9,9.0,3.2,0.5,1.3,9.8,15.3,,-0.2,0.1,-0.1,-0.015,,-5.6,-3.4,-9.0,-0.4
456,Markieff Morris\morrima02,PF,32,MIA,17,298,10.9,.547,.342,.079,6.6,10.5,8.6,12.1,1.0,0.4,14.5,20.6,,0.0,0.3,0.3,.054,,-1.5,-0.4,-1.9,0.0
457,Mychal Mulder\muldemy01,PG,27,TOT,17,239,3.7,.438,.701,.052,0.9,9.8,5.3,3.0,0.8,0.8,9.2,15.8,,-0.4,0.1,-0.2,-0.050,,-5.9,-1.8,-7.7,-0.3
458,Javonte Smart\smartja01,PG,22,TOT,17,200,5.1,.407,.450,.100,2.7,10.0,6.5,10.4,1.5,1.5,14.9,15.9,,-0.3,0.2,-0.2,-0.038,,-5.9,-0.8,-6.6,-0.2
459,Patrick Williams\willipa01,PF,20,CHI,17,422,12.7,.637,.284,.402,4.6,13.8,9.2,4.8,1.0,1.8,11.8,14.2,,0.6,0.3,0.9,.099,,-0.9,-0.7,-1.5,0.0
460,Justin Anderson\anderju01,SF,28,TOT,16,316,10.4,.493,.621,.200,1.4,15.0,8.1,14.2,1.2,1.7,7.2,15.1,,0.2,0.2,0.4,.054,,-1.9,-1.3,-3.2,-0.1
461,Miye Oni\onimi01,SG,24,UTA,16,44,0.4,.265,.889,.111,2.6,14.4,8.7,14.2,0.0,0.0,9.6,10.3,,-0.1,0.0,0.0,-0.032,,-7.6,-0.3,-7.9,-0.1
462,Isaac Bonga\bongais01,SF,22,TOR,15,69,8.7,.363,.308,.615,6.0,5.0,5.5,7.3,5.8,2.8,10.8,11.5,,-0.1,0.1,0.1,.060,,-5.4,5.0,-0.4,0.0
463,Devontae Cacok\cacokde01,PF,25,SAS,15,121,20.2,.675,.000,.226,6.9,29.7,18.2,6.9,3.2,4.9,8.1,12.9,,0.3,0.3,0.5,.206,,0.7,3.5,4.2,0.2
464,Vlatko Čančar\cancavl01,PF,24,DEN,15,176,12.7,.657,.293,.341,5.2,14.1,9.8,13.2,0.6,1.5,16.0,14.0,,0.3,0.1,0.4,.114,,-0.9,-0.9,-1.7,0.0
465,Malik Fitts\fittsma01,PF,24,TOT,15,63,10.7,.553,.526,.000,3.5,25.2,14.7,12.7,0.0,0.0,9.5,14.6,,0.1,0.1,0.1,.097,,-0.6,-0.5,-1.1,0.0
466,Luke Kornet\kornelu01,C,26,TOT,15,103,16.6,.506,.185,.222,14.0,16.4,15.2,12.4,1.4,2.6,0.0,12.7,,0.2,0.2,0.4,.194,,-0.9,0.4,-0.5,0.0
467,Bol Bol\bolbo01,PF,22,DEN,14,81,13.5,.565,.148,.185,5.7,21.4,13.8,9.1,0.6,2.2,12.0,18.0,,0.0,0.1,0.1,.065,,-0.5,-0.4,-1.0,0.0
468,Kris Dunn\dunnkr01,PG,27,POR,14,336,12.5,.482,.108,.176,2.8,13.6,8.0,35.1,3.3,0.9,22.5,18.3,,-0.1,0.3,0.2,.024,,-4.6,-0.8,-5.4,-0.3
469,Joe Harris\harrijo01,SF,30,BRK,14,423,9.6,.624,.710,.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,,0.3,0.2,0.5,.060,,-0.9,-0.5,-1.4,0.1
470,Greg Monroe\monrogr01,C,31,TOT,14,195,19.5,.566,.000,.404,16.9,18.8,17.7,16.2,2.0,4.8,15.2,17.3,,0.4,0.3,0.7,.169,,-0.3,0.7,0.4,0.1
471,Abdel Nader\naderab01,SF,28,PHO,14,145,4.9,.431,.400,.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,,-0.3,0.3,0.0,-0.009,,-7.1,2.2,-5.0,-0.1
472,RJ Nembhard Jr.\nembhrj01,SG,22,CLE,14,63,8.0,.380,.111,.222,5.4,6.9,6.1,26.1,0.8,0.0,13.2,16.0,,0.0,0.0,0.0,.010,,-4.4,-1.5,-5.9,-0.1
473,Neemias Queta\quetane01,C,22,SAC,14,120,12.7,.495,.000,.447,12.6,15.6,14.1,7.2,0.4,5.8,11.7,18.4,,0.0,0.1,0.1,.051,,-4.1,-1.0,-5.1,-0.1
474,Sharife Cooper\coopesh01,PG,20,ATL,13,39,-5.4,.250,.429,.000,0.0,14.0,7.0,16.3,0.0,0.0,26.3,21.3,,-0.2,0.0,-0.2,-0.297,,-11.3,-5.0,-16.3,-0.1
475,Petr Cornelie\cornepe01,PF,26,DEN,13,38,9.6,.418,.533,.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24.0,,-0.1,0.0,0.0,-0.015,,-6.1,-2.7,-8.8,-0.1
476,Mamadi Diakite\diakima01,PF,25,OKC,13,188,11.6,.540,.106,.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,,0.1,0.3,0.3,.080,,-5.9,0.9,-5.0,-0.1
477,Udonis Haslem\hasleud01,C,41,MIA,13,83,8.6,.495,.129,.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20.0,,-0.1,0.1,0.1,.033,,-6.4,-0.7,-7.1,-0.1
478,Solomon Hill\hillso01,PF,30,ATL,13,139,3.3,.200,.650,.000,4.8,13.3,9.1,10.3,1.4,1.3,4.8,6.6,,-0.1,0.1,0.0,-0.006,,-5.1,1.2,-4.0,-0.1
479,Georgios Kalaitzakis\kalaige01,SF,23,TOT,13,214,8.6,.536,.388,.448,3.0,7.3,5.1,8.8,2.5,0.9,20.0,20.2,,-0.3,0.2,-0.1,-0.024,,-5.1,-1.9,-7.0,-0.3
480,Brook Lopez\lopezbr01,C,33,MIL,13,298,16.0,.570,.405,.176,6.9,11.9,9.4,3.0,1.3,4.8,7.8,21.9,,0.3,0.3,0.7,.108,,-0.7,-0.7,-1.3,0.1
481,Jamorko Pickett\pickeja01,PF,24,DET,13,176,7.6,.491,.780,.040,3.5,16.8,9.8,5.8,0.0,3.6,8.9,13.6,,0.0,0.1,0.1,.015,,-2.8,-2.1,-5.0,-0.1
482,Tim Frazier\fraziti01,PG,31,TOT,12,208,3.3,.398,.378,.200,2.5,7.1,4.8,22.5,0.7,0.4,23.5,13.3,,-0.3,0.1,-0.2,-0.046,,-6.8,-1.8,-8.6,-0.3
483,Marcus Garrett\garrema01,SG,23,MIA,12,128,4.7,.280,.190,.238,8.1,12.2,10.2,7.0,2.0,2.5,7.9,8.8,,-0.1,0.2,0.1,.032,,-6.4,1.0,-5.4,-0.1
484,Jabari Parker\parkeja01,PF,26,BOS,12,112,14.8,.632,.421,.237,5.0,21.7,13.5,7.9,1.8,0.8,16.0,19.6,,0.1,0.2,0.3,.141,,-0.4,1.1,0.7,0.1
485,Yves Pons\ponsyv01,SF,22,MEM,12,71,5.9,.385,.563,.125,7.2,10.6,8.8,1.7,0.7,5.0,5.6,10.3,,0.0,0.1,0.0,.030,,-4.9,-1.7,-6.6,-0.1
486,Brodric Thomas\thomabr01,SG,25,BOS,12,60,10.0,.520,.500,.278,3.7,14.1,9.0,26.0,0.8,1.5,22.9,19.2,,0.0,0.1,0.1,.052,,-3.6,0.8,-2.8,0.0
487,Isaiah Todd\toddis01,PF,20,WAS,12,74,4.7,.349,.615,.231,4.6,13.3,9.0,7.3,2.7,2.3,12.3,19.6,,-0.2,0.1,-0.2,-0.104,,-5.7,-1.2,-6.9,-0.1
488,Robert Woodard II\woodaro01,SF,22,SAC,12,42,2.1,.207,.250,.125,12.8,15.7,14.3,9.0,1.1,2.1,5.6,18.3,,-0.2,0.0,-0.1,-0.147,,-6.8,-3.6,-10.4,-0.1
489,Devon Dotson\dotsode01,PG,22,CHI,11,85,9.8,.538,.391,.391,1.3,10.5,6.0,23.9,0.6,0.0,15.6,16.6,,0.1,0.0,0.1,.048,,-3.4,-1.5,-4.9,-0.1
490,Tacko Fall\fallta01,C,26,CLE,11,59,11.3,.398,.000,.583,13.4,29.4,21.6,4.6,0.0,9.1,16.6,13.6,,-0.1,0.1,0.1,.043,,-4.1,0.8,-3.4,0.0
491,Braxton Key\keybr01,SF,24,TOT,11,197,13.7,.508,.292,.181,6.8,21.4,13.7,8.9,2.5,5.0,12.4,19.4,,-0.1,0.3,0.2,.052,,-3.8,0.6,-3.3,-0.1
492,Myles Powell\powelmy01,PG,24,PHI,11,52,0.2,.364,.353,.118,2.2,10.6,6.4,8.0,1.0,0.0,14.4,18.0,,-0.2,0.0,-0.1,-0.109,,-10.5,-2.2,-12.7,-0.1
493,Collin Sexton\sextoco01,SG,23,CLE,11,316,11.2,.523,.298,.258,4.6,7.9,6.3,11.9,1.6,0.0,15.6,27.9,,-0.4,0.3,-0.1,-0.009,,-3.5,-0.6,-4.1,-0.2
494,Quinndary Weatherspoon\weathqu01,SG,25,GSW,11,73,12.0,.647,.238,.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,,0.1,0.1,0.2,.148,,-4.5,0.1,-4.4,0.0
495,Ryan Arcidiacono\arcidry01,PG,27,NYK,10,76,6.1,.667,.750,.000,0.0,11.5,5.7,7.5,0.7,0.0,20.0,8.6,,0.0,0.1,0.1,.052,,-4.6,0.0,-4.6,-0.1
